ref,fileName,date,description,status,publicScore,privateScore
55890857,w85_cal_ad_logregte.csv,2026-08-30 12:37:22.070000,"w55 tail-fill w85_cal_ad_logregte — a MEASUREMENT, not a candidate. Family `member`: this is a raw member / superseded object with NO cross-fitted stack CV, so it is deliberately unranked and must never enter a max(CV). Sent only to fill a slot that would otherwise go unused. w55a certifies its public score BELOW the 0.97119 auto-selection tier — instrument `prereg`, point estimate 0.960339, bound 0.961900, margin +9290.2e-6 — so it cannot be auto-selected while nothing is selected, and therefore costs nothing. NOT a deadline pick.",SubmissionStatus.COMPLETE,0.96011,0.95994
55890854,w85_cal_lat_encdrop_r400.csv,2026-08-30 12:37:18.623000,"w55 tail-fill w85_cal_lat_encdrop_r400 — a MEASUREMENT, not a candidate. Family `member`: this is a raw member / superseded object with NO cross-fitted stack CV, so it is deliberately unranked and must never enter a max(CV). Sent only to fill a slot that would otherwise go unused. w55a certifies its public score BELOW the 0.97119 auto-selection tier — instrument `prereg`, point estimate 0.953659, bound 0.955219, margin +15970.8e-6 — so it cannot be auto-selected while nothing is selected, and therefore costs nothing. NOT a deadline pick.",SubmissionStatus.COMPLETE,0.95299,0.95374
55890853,w85_cal_lat_tedrop_r400.csv,2026-08-30 12:37:15.203000,"w55 tail-fill w85_cal_lat_tedrop_r400 — a MEASUREMENT, not a candidate. Family `member`: this is a raw member / superseded object with NO cross-fitted stack CV, so it is deliberately unranked and must never enter a max(CV). Sent only to fill a slot that would otherwise go unused. w55a certifies its public score BELOW the 0.97119 auto-selection tier — instrument `prereg`, point estimate 0.951066, bound 0.952626, margin +18563.5e-6 — so it cannot be auto-selected while nothing is selected, and therefore costs nothing. NOT a deadline pick.",SubmissionStatus.COMPLETE,0.95131,0.95136
55890851,w85_cal_bolt_extratrees_support.csv,2026-08-30 12:37:11.807000,"w55 tail-fill w85_cal_bolt_extratrees_support — a MEASUREMENT, not a candidate. Family `member`: this is a raw member / superseded object with NO cross-fitted stack CV, so it is deliberately unranked and must never enter a max(CV). Sent only to fill a slot that would otherwise go unused. w55a certifies its public score BELOW the 0.97119 auto-selection tier — instrument `prereg`, point estimate 0.944649, bound 0.946209, margin +24981.0e-6 — so it cannot be auto-selected while nothing is selected, and therefore costs nothing. NOT a deadline pick.",SubmissionStatus.COMPLETE,0.94498,0.94544
55890849,w85_cal_golem_g.csv,2026-08-30 12:37:08.740000,"w55 tail-fill w85_cal_golem_g — a MEASUREMENT, not a candidate. Family `member`: this is a raw member / superseded object with NO cross-fitted stack CV, so it is deliberately unranked and must never enter a max(CV). Sent only to fill a slot that would otherwise go unused. w55a certifies its public score BELOW the 0.97119 auto-selection tier — instrument `prereg`, point estimate 0.943593, bound 0.945153, margin +26037.0e-6 — so it cannot be auto-selected while nothing is selected, and therefore costs nothing. NOT a deadline pick.",SubmissionStatus.COMPLETE,0.94496,0.94583
55890848,w85_cal_ad_gnn_note.csv,2026-08-30 12:37:05.623000,"w55 tail-fill w85_cal_ad_gnn_note — a MEASUREMENT, not a candidate. Family `member`: this is a raw member / superseded object with NO cross-fitted stack CV, so it is deliberately unranked and must never enter a max(CV). Sent only to fill a slot that would otherwise go unused. w55a certifies its public score BELOW the 0.97119 auto-selection tier — instrument `prereg`, point estimate 0.943520, bound 0.945081, margin +26109.4e-6 — so it cannot be auto-selected while nothing is selected, and therefore costs nothing. NOT a deadline pick.",SubmissionStatus.COMPLETE,0.94329,0.94398
55890846,w85_cal_mkt_mlp.csv,2026-08-30 12:37:02.370000,"w55 tail-fill w85_cal_mkt_mlp — a MEASUREMENT, not a candidate. Family `member`: this is a raw member / superseded object with NO cross-fitted stack CV, so it is deliberately unranked and must never enter a max(CV). Sent only to fill a slot that would otherwise go unused. w55a certifies its public score BELOW the 0.97119 auto-selection tier — instrument `prereg`, point estimate 0.942852, bound 0.944412, margin +26777.6e-6 — so it cannot be auto-selected while nothing is selected, and therefore costs nothing. NOT a deadline pick.",SubmissionStatus.COMPLETE,0.94449,0.94500
55890844,w85_cal_golem_b.csv,2026-08-30 12:36:58.850000,"w55 tail-fill w85_cal_golem_b — a MEASUREMENT, not a candidate. Family `member`: this is a raw member / superseded object with NO cross-fitted stack CV, so it is deliberately unranked and must never enter a max(CV). Sent only to fill a slot that would otherwise go unused. w55a certifies its public score BELOW the 0.97119 auto-selection tier — instrument `prereg`, point estimate 0.942241, bound 0.943801, margin +27388.9e-6 — so it cannot be auto-selected while nothing is selected, and therefore costs nothing. NOT a deadline pick.",SubmissionStatus.COMPLETE,0.94262,0.94313
55890843,w85_cal_mkt_nn.csv,2026-08-30 12:36:55.727000,"w55 tail-fill w85_cal_mkt_nn — a MEASUREMENT, not a candidate. Family `member`: this is a raw member / superseded object with NO cross-fitted stack CV, so it is deliberately unranked and must never enter a max(CV). Sent only to fill a slot that would otherwise go unused. w55a certifies its public score BELOW the 0.97119 auto-selection tier — instrument `prereg`, point estimate 0.941830, bound 0.943391, margin +27799.2e-6 — so it cannot be auto-selected while nothing is selected, and therefore costs nothing. NOT a deadline pick.",SubmissionStatus.COMPLETE,0.94231,0.94299
55890839,w85_cal_bolt_tabm_missing.csv,2026-08-30 12:36:52.060000,"w55 tail-fill w85_cal_bolt_tabm_missing — a MEASUREMENT, not a candidate. Family `member`: this is a raw member / superseded object with NO cross-fitted stack CV, so it is deliberately unranked and must never enter a max(CV). Sent only to fill a slot that would otherwise go unused. w55a certifies its public score BELOW the 0.97119 auto-selection tier — instrument `prereg`, point estimate 0.941646, bound 0.943206, margin +27983.9e-6 — so it cannot be auto-selected while nothing is selected, and therefore costs nothing. NOT a deadline pick.",SubmissionStatus.COMPLETE,0.94203,0.94252
55867061,blend160origm_logit.csv,2026-08-29 12:37:44.863000,"w26g queue-drain blend160origm_logit — CV 0.9699635760, family logit, w26d predicted LB 0.971043 with P(beats the 0.97118 account best) 0.00e+00. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 151.5e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97106,0.97081
55867059,blend156_logit.csv,2026-08-29 12:37:41.500000,"w26g queue-drain blend156_logit — CV 0.9699618031, family logit, w26d predicted LB 0.971039 with P(beats the 0.97118 account best) 0.00e+00. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 153.3e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97105,0.97081
55867054,blend160orig_logit.csv,2026-08-29 12:37:37.727000,"w26g queue-drain blend160orig_logit — CV 0.9699617799, family logit, w26d predicted LB 0.971039 with P(beats the 0.97118 account best) 0.00e+00. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 153.3e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97106,0.97081
55867050,blend153_logit.csv,2026-08-29 12:37:33.450000,"w26g queue-drain blend153_logit — CV 0.9699540296, family logit, w26d predicted LB 0.971025 with P(beats the 0.97118 account best) 0.00e+00. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 161.1e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97104,0.97081
55867047,w15f_antistudent_cv.csv,2026-08-29 12:37:30.487000,"w55 tail-fill w15f_antistudent_cv — a MEASUREMENT, not a candidate. Family `member`: this is a raw member / superseded object with NO cross-fitted stack CV, so it is deliberately unranked and must never enter a max(CV). Sent only to fill a slot that would otherwise go unused. w55a certifies its public score BELOW the 0.97119 auto-selection tier — instrument `spearman`, point estimate 0.971070, bound 0.971090, margin +100.0e-6 — so it cannot be auto-selected while nothing is selected, and therefore costs nothing. NOT a deadline pick.",SubmissionStatus.COMPLETE,0.97106,0.97084
55867043,w16d_membercell.csv,2026-08-29 12:37:27.163000,"w55 tail-fill w16d_membercell — a MEASUREMENT, not a candidate. Family `member`: this is a raw member / superseded object with NO cross-fitted stack CV, so it is deliberately unranked and must never enter a max(CV). Sent only to fill a slot that would otherwise go unused. w55a certifies its public score BELOW the 0.97119 auto-selection tier — instrument `spearman`, point estimate 0.971070, bound 0.971110, margin +80.0e-6 — so it cannot be auto-selected while nothing is selected, and therefore costs nothing. NOT a deadline pick.",SubmissionStatus.COMPLETE,0.97107,0.97084
55867041,w37_cal_ravi_realmlp1c.csv,2026-08-29 12:37:23.887000,"w55 tail-fill w37_cal_ravi_realmlp1c — a MEASUREMENT, not a candidate. Family `member`: this is a raw member / superseded object with NO cross-fitted stack CV, so it is deliberately unranked and must never enter a max(CV). Sent only to fill a slot that would otherwise go unused. w55a certifies its public score BELOW the 0.97119 auto-selection tier — instrument `prereg`, point estimate 0.966409, bound 0.967969, margin +3220.5e-6 — so it cannot be auto-selected while nothing is selected, and therefore costs nothing. NOT a deadline pick.",SubmissionStatus.COMPLETE,0.96581,0.96588
55867038,w37_cal_dkv_xgb.csv,2026-08-29 12:37:20.773000,"w55 tail-fill w37_cal_dkv_xgb — a MEASUREMENT, not a candidate. Family `member`: this is a raw member / superseded object with NO cross-fitted stack CV, so it is deliberately unranked and must never enter a max(CV). Sent only to fill a slot that would otherwise go unused. w55a certifies its public score BELOW the 0.97119 auto-selection tier — instrument `prereg`, point estimate 0.966243, bound 0.967803, margin +3387.0e-6 — so it cannot be auto-selected while nothing is selected, and therefore costs nothing. NOT a deadline pick.",SubmissionStatus.COMPLETE,0.96595,0.96567
55867036,w85_cal_bolt_lgb_raw_d4.csv,2026-08-29 12:37:17.040000,"w55 tail-fill w85_cal_bolt_lgb_raw_d4 — a MEASUREMENT, not a candidate. Family `member`: this is a raw member / superseded object with NO cross-fitted stack CV, so it is deliberately unranked and must never enter a max(CV). Sent only to fill a slot that would otherwise go unused. w55a certifies its public score BELOW the 0.97119 auto-selection tier — instrument `prereg`, point estimate 0.960827, bound 0.962387, margin +8802.9e-6 — so it cannot be auto-selected while nothing is selected, and therefore costs nothing. NOT a deadline pick.",SubmissionStatus.COMPLETE,0.96044,0.96069
55867032,w85_cal_bolt_cat_unique.csv,2026-08-29 12:37:12.590000,"w55 tail-fill w85_cal_bolt_cat_unique — a MEASUREMENT, not a candidate. Family `member`: this is a raw member / superseded object with NO cross-fitted stack CV, so it is deliberately unranked and must never enter a max(CV). Sent only to fill a slot that would otherwise go unused. w55a certifies its public score BELOW the 0.97119 auto-selection tier — instrument `prereg`, point estimate 0.960725, bound 0.962285, margin +8904.9e-6 — so it cannot be auto-selected while nothing is selected, and therefore costs nothing. NOT a deadline pick.",SubmissionStatus.COMPLETE,0.96058,0.96096
55843901,w14a_repro159av_rankraw.csv,2026-08-28 12:37:50.070000,"w26g queue-drain w14a_repro159av_rankraw — CV 0.9700313094, family rankraw, w26d predicted LB 0.971035 with P(beats the 0.97118 account best) 0.00e+00. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 83.8e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97105,0.97083
55843900,blend160origm_hybrid.csv,2026-08-28 12:37:46.863000,"w26g queue-drain blend160origm_hybrid — CV 0.9700273084, family hybrid, w26d predicted LB 0.971018 with P(beats the 0.97118 account best) 0.00e+00. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 87.8e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97103,0.97084
55843897,blend153_rankraw.csv,2026-08-28 12:37:43.207000,"w26g queue-drain blend153_rankraw — CV 0.9700266911, family rankraw, w26d predicted LB 0.971027 with P(beats the 0.97118 account best) 0.00e+00. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 88.4e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97101,0.97079
55843893,w14a_repro159av_hybrid.csv,2026-08-28 12:37:39.527000,"w26g queue-drain w14a_repro159av_hybrid — CV 0.9700258630, family hybrid, w26d predicted LB 0.971016 with P(beats the 0.97118 account best) 0.00e+00. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 89.2e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97102,0.97083
55843892,blend160orig_hybrid.csv,2026-08-28 12:37:35.947000,"w26g queue-drain blend160orig_hybrid — CV 0.9700254920, family hybrid, w26d predicted LB 0.971015 with P(beats the 0.97118 account best) 0.00e+00. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 89.6e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97102,0.97083
55843891,blend159_hybrid.csv,2026-08-28 12:37:32.633000,"w26g queue-drain blend159_hybrid — CV 0.9700244514, family hybrid, w26d predicted LB 0.971013 with P(beats the 0.97118 account best) 0.00e+00. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 90.6e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97103,0.97084
55843890,blend156_hybrid.csv,2026-08-28 12:37:28.967000,"w26g queue-drain blend156_hybrid — CV 0.9700230485, family hybrid, w26d predicted LB 0.971011 with P(beats the 0.97118 account best) 0.00e+00. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 92.0e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97102,0.97083
55843889,blend153_rescale.csv,2026-08-28 12:37:25.627000,"w26g queue-drain blend153_rescale — CV 0.9700197991, family rescale, w26d predicted LB 0.971033 with P(beats the 0.97118 account best) 0.00e+00. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 95.3e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97102,0.97082
55843886,blend150sx_rescale.csv,2026-08-28 12:37:21.587000,"w26g queue-drain blend150sx_rescale — CV 0.9700170339, family rescale, w26d predicted LB 0.971028 with P(beats the 0.97118 account best) 0.00e+00. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 98.0e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97103,0.97082
55843883,blend153_hybrid.csv,2026-08-28 12:37:17.420000,"w26g queue-drain blend153_hybrid — CV 0.9700168430, family hybrid, w26d predicted LB 0.970999 with P(beats the 0.97118 account best) 0.00e+00. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 98.2e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97101,0.97083
55818353,w27_ad188std_rescale.csv,2026-08-27 12:39:13.650000,"w26g queue-drain w27_ad188std_rescale — CV 0.9700962686, family rescale, w26d predicted LB 0.971152 with P(beats the 0.97118 account best) 1.75e-08. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 18.8e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97114,0.97090
55818350,w27_ad190std_rankraw.csv,2026-08-27 12:39:09.917000,"w26g queue-drain w27_ad190std_rankraw — CV 0.9700951829, family rankraw, w26d predicted LB 0.971131 with P(beats the 0.97118 account best) 1.11e-16. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 19.9e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97115,0.97091
55818348,w27_ad188std_rankraw.csv,2026-08-27 12:39:06.760000,"w26g queue-drain w27_ad188std_rankraw — CV 0.9700930487, family rankraw, w26d predicted LB 0.971127 with P(beats the 0.97118 account best) 0.00e+00. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 22.0e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97115,0.97090
55818346,w29_ad194std_rankraw.csv,2026-08-27 12:39:03.723000,"w26g queue-drain w29_ad194std_rankraw — CV 0.9700930067, family rankraw, w26d predicted LB 0.971127 with P(beats the 0.97118 account best) 0.00e+00. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 22.1e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97114,0.97092
55818343,w36_ad197std_logit.csv,2026-08-27 12:39:00.310000,"w26g queue-drain w36_ad197std_logit — CV 0.9700458726, family logit, w26d predicted LB 0.971177 with P(beats the 0.97118 account best) 1.88e-02. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 69.2e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97116,0.97088
55818341,w34_ad195std_logit.csv,2026-08-27 12:38:57.150000,"w26g queue-drain w34_ad195std_logit — CV 0.9700443436, family logit, w26d predicted LB 0.971175 with P(beats the 0.97118 account best) 9.91e-03. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 70.7e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97115,0.97088
55818339,w27_ad188std_logit.csv,2026-08-27 12:38:53.807000,"w26g queue-drain w27_ad188std_logit — CV 0.9700372515, family logit, w26d predicted LB 0.971157 with P(beats the 0.97118 account best) 3.23e-07. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 77.8e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97115,0.97087
55818337,blend160orig_rankraw.csv,2026-08-27 12:38:50.543000,"w26g queue-drain blend160orig_rankraw — CV 0.9700342765, family rankraw, w26d predicted LB 0.971041 with P(beats the 0.97118 account best) 0.00e+00. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 80.8e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97104,0.97083
55818335,blend160origm_rankraw.csv,2026-08-27 12:38:47.270000,"w26g queue-drain blend160origm_rankraw — CV 0.9700331271, family rankraw, w26d predicted LB 0.971039 with P(beats the 0.97118 account best) 0.00e+00. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 82.0e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97105,0.97083
55818332,blend159_rankraw.csv,2026-08-27 12:38:43.613000,"w26g queue-drain blend159_rankraw — CV 0.9700325394, family rankraw, w26d predicted LB 0.971038 with P(beats the 0.97118 account best) 0.00e+00. Sent because the brief's economics make an unused slot pure waste, NOT because it is expected to move anything: every unsent file is below the best already-sent CV and w26d prices the whole queue at 6.3e-4 of beating the board. Not a deadline candidate — selection is on CV and this is 82.5e-6 below the best sent CV.",SubmissionStatus.COMPLETE,0.97105,0.97083
