ref,fileName,date,description,status,publicScore,privateScore
55512726,blend156_h3.csv,2026-08-14 20:00:07.217000,"w14d — blend156_h3, cross-fitted CV 0.970046 on the frozen SKF5 seed42 folds, the best-CV file this workspace has never sent (only blend159av_h3/blend160origm_h3 at 0.970049 and blend156w at 0.970047 are above it). Rank-average of the hybrid/rankraw/rescale transform stacks over 156 members, zero fitted parameters above the stack. Sent as part of the run that priced the error structure: an exact Mann-Whitney decomposition of the OOF over the generator's rule cells puts only 4.9% of the 0.029951 AUC deficit inside the (social<=4, 6<daily<=8) band and 13.5% inside (social<=4, daily<=6), so the band is not where the residual lives.",SubmissionStatus.COMPLETE,0.97105,
55512702,blendtop3.csv,2026-08-14 19:56:46.790000,"w14a — blendtop3: rank-average of the three joint-top zero-parameter h3 files (blend159av_h3, blend160origm_h3, blend158_h3). Cross-fitted CV 0.970049 on the frozen SKF5 seed42 folds, joint-best held here, and it fits zero free parameters above the stack. Never sent. Also: an end-to-end rebuild of blend159av_h3 from oof/ reproduces its CV only to ~2e-6 — the 159-member design has condition number ~1e18, so at C=1 the lbfgs solution is not determined below that.",SubmissionStatus.COMPLETE,0.97105,
55512679,blend159_h3.csv,2026-08-14 19:53:32.503000,"w14b - blend159_h3: 159 members, rank-average of the hybrid/rankraw/rescale transform stacks (logit dropped), zero fitted parameters above the stack. Cross-fitted CV 0.9700469 on the frozen SKF5 seed42 folds, top cluster, never sent. Sent as the CV-good file behind this run's conclusion on the logit CV->LB displacement: the +97e-6 effect read on three member sets is ONE reading, not three - their slice deviations correlate +0.992 (effective n 1.01) - and public/private partition one test set with measured coupling beta -0.245 (corr -0.998), so the flattery blend158_logit picked up on the public slice is already spent. Its predicted PRIVATE gap vs h3 is about -111e-6, worse than its -87e-6 CV gap, not better. Defend h3.",SubmissionStatus.COMPLETE,0.97105,
55488443,blend156w.csv,2026-08-13 17:23:55.593000,"blend156w — 156 members combined with simplex weights over the four transform stacks searched on the frozen folds rather than equal-weighted. Cross-fitted CV 0.970047 against blend156_h3's 0.970046; paired bootstrap vs blend156 gives +6e-6 +/- 3e-6, P(better) 0.995. Three fitted free parameters, which is why h3 rather than this is the deadline pick despite the nominally higher CV.",SubmissionStatus.COMPLETE,0.97105,
55488441,blend160origm_h3.csv,2026-08-13 17:23:44.183000,"blend160origm_h3 — 160 members: adds orig_binm, a LightGBM fitted ONLY on the 7,500-row real source dataset with the competition's own per-column missingness MCAR-masked in (10 copies x 8 bags), so it never sees a competition label. Solo 0.8864, and at hybrid maxcorr 0.879 it is by far the most decorrelated member ever built here (previous record 0.9746). Cross-fitted CV 0.970049, joint-top: the member is worth exactly zero, which is the point.",SubmissionStatus.COMPLETE,0.97105,
55488346,blend159av.csv,2026-08-13 17:17:31.500000,"blend159av (ens4) — same 159 members, all four transform stacks. Cross-fitted CV 0.970045. The seed-average was worth +2e-6 to the stack against a +138e-6 solo member gain: 1.4% pass-through, which is the pack-geometry ceiling showing up again.",SubmissionStatus.COMPLETE,0.97106,
55488344,blend159av_h3.csv,2026-08-13 17:17:20.737000,"blend159av_h3 — 159 members: the three xgb_latcat seed twins (13/17/23) replaced by their probability mean, which gained +138e-6 solo over the best single seed. Rank-average of hybrid/rankraw/rescale. Cross-fitted CV 0.970049, nominally the best this workspace holds (blend158_h3 0.970048); the 1e-6 margin is meaningless but the file is genuinely distinct.",SubmissionStatus.COMPLETE,0.97105,
55488339,blend158_rescale.csv,2026-08-13 17:16:58.757000,"blend158_rescale — 158 members under rescale alone (min-max over both splits, then logit). Cross-fitted CV 0.970027. Completes the six-way transform map on a single member set, which is what the logit question needs. Predicted 0.97104.",SubmissionStatus.COMPLETE,0.97105,
55488335,blend158_rankraw.csv,2026-08-13 17:16:48.060000,blend158_rankraw — 158 members under rankraw alone. The one transform with a mechanism argument: it equalises the OOF/test scale fully (sd ratio 1.0000-1.0253) rather than repairing members case by case. Cross-fitted CV 0.970036. Predicted 0.97103.,SubmissionStatus.COMPLETE,0.97104,
55488330,blend158_hybrid.csv,2026-08-13 17:16:37.443000,"blend158_hybrid — 158 members under hybrid alone (rank-gauss repair applied only to members whose logit clip bites). Cross-fitted CV 0.970028, 67e-6 above logit. If the LB comes back BELOW blend158_logit that is the third replication of the transform-dependent CV-to-LB bias; if it comes back level the bias was a two-set coincidence. Predicted 0.97101.",SubmissionStatus.COMPLETE,0.97103,
55488329,blend158_logit.csv,2026-08-13 17:16:26.813000,"blend158_logit — same 158 members under the plain logit transform alone, whose clip pins the tails of ~29 saturating members. Cross-fitted CV 0.969961, the worst of the four by 66e-6. Third within-set test of the logit-vs-hybrid displacement: on two prior member sets logit returned a HIGHER LB than its CV rank deserves. Predicted 0.97104.",SubmissionStatus.COMPLETE,0.97106,
55488326,blend158.csv,2026-08-13 17:16:16.137000,"blend158 (ens4) — same 158 members, rank-average of all four transform stacks including logit. Cross-fitted CV 0.970043. Paired against blend158_h3 this is the h3-vs-ens4 contrast at fixed member set; CV prefers h3 by 5e-6, the CV->LB regression predicts ens4 first at 0.97106. The two orderings disagree, so the slice decides.",SubmissionStatus.COMPLETE,0.97106,
55488322,blend158_h3.csv,2026-08-13 17:15:58.910000,"blend158_h3 — 158-member library, rank-average of the hybrid/rankraw/rescale transform stacks (logit dropped). Cross-fitted CV 0.970048 on the frozen SKF5 seed42 folds, joint-best held in this workspace, and it fits zero free parameters above the stack. First-ever h3 LB reading. Prediction from the CV->LB regression: 0.97105.",SubmissionStatus.COMPLETE,0.97105,
55422662,blend156_rescale.csv,2026-08-11 04:04:20.210000,"blend156_rescale — same 156 members under the rescale transform, cross-fitted CV 0.970025. Completes the 156-member transform->LB map alongside the rank-ensemble (0.970042 CV / 0.97106 LB) and rankraw (0.970036 / 0.97104).",SubmissionStatus.COMPLETE,0.97105,
55422660,blend153.csv,2026-08-11 04:04:11.527000,"blend153 — the ablation that inverts the correlation heuristic. Same as blend156 but KEEPS only the two ordering-discarded members (xgb_cat_lattice 0.9746, cat_native 0.9762 maxcorr — the most decorrelated members ever built here) and DROPS the three whose pipelines the pack already holds (xgb_raw_nan 0.9947, cat_raw 0.9933, cat_lat 0.9948). Cross-fitted CV 0.970034 vs blend156's 0.970042: the decorrelated pair is worth -1e-6/+1e-6/+5e-6/+3e-6 across the four transforms (sign-flipping, a null), the redundant trio +8e-6/+6e-6/+9e-6/+5e-6 (all one sign).",SubmissionStatus.COMPLETE,0.97104,
55422229,blend156_rankraw.csv,2026-08-11 03:35:53.480000,"blend156_rankraw — same 156 members under rankraw alone, cross-fitted CV 0.970036. Best single transform and the one with the mechanism argument for it (it equalises the OOF/test scale fully). The 151->156 delta is +7e-6 / +7e-6 / +14e-6 / +8e-6 across logit/hybrid/rankraw/rescale, all four the same sign, ensemble +9e-6.",SubmissionStatus.COMPLETE,0.97104,
55422223,blend156.csv,2026-08-11 03:35:44.220000,"blend156 — 156 members, rank-ensemble of the four transform stacks, cross-fitted CV 0.970042 (best held; prev best blend150sx 0.970033). Adds five TE-free members built here on two new upstreams: xgb_cat_lattice + cat_native (all 12 columns as UNORDERED lattice categoricals, ordering discarded) and xgb_raw_nan + cat_raw + cat_lat. Profiled in hybrid space: xgb_cat_lattice maxcorr 0.9746 and cat_native 0.9762, against a pack whose own median maxcorr is 0.9949.",SubmissionStatus.COMPLETE,0.97106,
55420320,blend150sx_logit.csv,2026-08-11 01:48:06.160000,"blend150sx_logit — same 151 members under the plain logit transform, cross-fitted CV 0.969955, the worst of the four. Completes the 151-member transform->LB map. blend150fx_logit (150 members) returned 0.97103 despite the worst CV of the top nine; if this also returns 0.97103 then that reading was a property of the transform, not of the member set.",SubmissionStatus.COMPLETE,0.97104,
55420317,blend150sx_hybrid.csv,2026-08-11 01:47:55.690000,"blend150sx_hybrid — 151 members (adds lgbm_stump_lat_frac, drops the byte-identical bolt_xgb_d7_alt2) under the hybrid transform, cross-fitted CV 0.970016. Prediction under test: blend150fx_hybrid scored 0.97099, and a one-member change has already been shown invisible to the public slice on rankraw and on the rank-ensemble, so this should return 0.97099 exactly.",SubmissionStatus.COMPLETE,0.97101,
55419968,blend150sx_rankraw.csv,2026-08-11 01:27:00.710000,"blend150sx_rankraw — same 151 members under rankraw alone (no transform ensembling), cross-fitted CV 0.970022. Kept as a deadline candidate: rankraw is the one transform with a mechanism argument for it (it equalises OOF/test scale fully, sd ratio 1.0000-1.0253).",SubmissionStatus.COMPLETE,0.97102,
55419964,blend150sx.csv,2026-08-11 01:26:52.087000,"blend150sx — 151 members: adds lgbm_stump_lat_frac (depth 3 / 8 leaves, fixed 4000 rounds, solo OOF 0.96735) and drops bolt_xgb_d7_alt2, which is byte-identical to bolt_xgb_d7_alt1 in both OOF and test. Rank-average of the four transform stacks, cross-fitted CV 0.970033. The stump was tuned for decorrelation rather than solo AUC; it landed at maxcorr 0.9961, so this is a measured null.",SubmissionStatus.COMPLETE,0.97104,
55418735,blend150fx_logit.csv,2026-08-11 00:16:28.773000,"blend150fx_logit — same 150 members under the plain logit transform, whose clip destroys the tails of ~29 saturating members. Cross-fitted CV 0.969950, the lowest of the four. Deliberate low-CV point to test whether the CV->LB offset really shrinks as CV rises.",SubmissionStatus.COMPLETE,0.97103,
55418732,blend150fx_rescale.csv,2026-08-11 00:16:20.120000,blend150fx_rescale — 150-member L2 logit stack under the rescale transform (min-max over both splits then logit). Cross-fitted CV 0.970013. Completes the transform->LB mapping alongside logit/hybrid/rankraw.,SubmissionStatus.COMPLETE,0.97102,
55418106,blend150fx.csv,2026-08-10 23:57:00.530000,blend150fx — 150-member fixed blend variant,SubmissionStatus.COMPLETE,0.97104,
55418104,blend150fx_hybrid.csv,2026-08-10 23:56:57.447000,blend150fx_hybrid — 150-member fixed blend variant,SubmissionStatus.COMPLETE,0.97099,
55418101,blend150fx_rankraw.csv,2026-08-10 23:56:54.270000,blend150fx_rankraw — 150-member fixed blend variant,SubmissionStatus.COMPLETE,0.97102,
55417039,stack_pub151_fixed_rankraw.csv,2026-08-10 22:19:41.827000,stack-pub151-fixed-rankraw — same 151 members with our two LightGBM members retrained on a fixed schedule instead of early-stopping on their own OOF rows. Honest-CV reference replacing the optimistic one.,SubmissionStatus.COMPLETE,0.97103,
55415530,stack_pub151_rankraw.csv,2026-08-10 20:18:02.300000,"slot4 stack-pub151-rankraw — 151 members (149 + own ExtraTrees + additive log-odds linear), rank-gauss on ALL members instead of hybrid's clip-only repair. Rationale: my own honest 5-fold ET emits p==1 on 0.84% of OOF vs 0.04% of test rows (sd_ratio 0.83), so tail compression is a structural artefact of OOF-vs-5-fold-averaged-test, not a member defect. Cross-fitted CV 0.970023 (hybrid 0.970024)",SubmissionStatus.COMPLETE,0.97102,
55415291,stack_pub151_hybrid.csv,2026-08-10 20:01:18.957000,"stack-pub151-hybrid — 149-member library plus two new decorrelated members (et_lat_frac, linlat). CV +5e-6 over the 149 stack, below the 5e-5 noise floor, submitted because slots here do not evict and cost nothing.",SubmissionStatus.COMPLETE,0.97099,
55413147,stack_pub149_hybrid.csv,2026-08-10 17:48:03.027000,slot3 stack-pub149-hybrid retry,SubmissionStatus.COMPLETE,0.97099,
55411893,stack_pub86_hybrid.csv,2026-08-10 16:34:17.187000,"slot2 stack-pub86-hybrid-transform — same 86-member logit stack, but to_logit's clip pinned 3-15% of OOF rows vs only 1/3 as many test rows for 29 members (naji03/05 emit values outside [0,1]); rank-gauss repair on affected members only. CV 0.969678 vs 0.969660, 4/5 folds",SubmissionStatus.COMPLETE,0.97080,
55410472,stack_pub88_mine_logit.csv,2026-08-10 15:22:31.947000,slot1b stack-pub88+mine — 74-lib + FM(5) + golem_clean(5) + my tuned lattice LGBM w/ decimal lattice; CV 0.969660,SubmissionStatus.COMPLETE,0.97081,
